SMILES,CHEMBL_ID,CHEMBL_COMPOUND_NAME,CHEMBL_MAX_PHASE,Plate Number/Position Number,Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1519,TRANDOLAPRIL,4,18D04,Prestw-1976,Trandolapril,nan,Cardiovascular,Antihypertensive,0.138270326
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CHEMBL35,FUROSEMIDE,4,05C02,Prestw-341,Furosemide,nan,Metabolism,Antihypertensive 'Diuretic,0.138106191
C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,CHEMBL2107797,NORGESTREL,4,10F04,Prestw-773,(D-) Norgestrel,nan,Endocrinology,Contraceptive,0.137716909
CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,CHEMBL1201171,PRAMOXINE HYDROCHLORIDE,4,09H07,Prestw-716,Pramoxine hydrochloride,nan,Neuromuscular,Local anesthetic,0.137602066
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1082,AMOXICILLIN,4,05D08,Prestw-357,Amoxicillin,nan,Metabolism,Antibacterial,0.137082158
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CHEMBL1435,CEFAZOLIN,4,10B07,Prestw-736,Cefazolin sodium salt,nan,Metabolism,Antibacterial,0.136852361
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,CHEMBL589092,FENTIAZAC,0,06H05,Prestw-1254,Fentiazac,nan,Metabolism,Anti-inflammatory,0.136803021
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl,CHEMBL555654,ADIPHENINE HYDROCHLORIDE,0,01H06,Prestw-75,Adiphenine hydrochloride,nan,Neuromuscular,Antispastic,0.136800532
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL370252,FLUMEQUINE,0,03E05,Prestw-204,Flumequine,nan,Infectiology,Antibacterial,0.13556415900000002
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL241694,ETHISTERONE,3,04C02,Prestw-261,Ethisterone,nan,Endocrinology,Contraceptive,0.135317659
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,4,01H11,Prestw-80,Trimethobenzamide hydrochloride,nan,Central Nervous System,Antiemetic,0.135158175
Nc1nc(O)c2ncn(COC(CO)CO)c2n1,CHEMBL182,GANCICLOVIR,4,11D10,Prestw-839,Ganciclovir,nan,Metabolism,Antiviral,0.134849111
[CaH2],CHEMBL2146121,CALCIUM,4,10B09,Prestw-738,Folinic acid calcium salt,nan,Hematology,Antianemic,0.134711577
Cc1cccc(C)c1OCC(C)N.Cl,CHEMBL1200606,MEXILETINE HYDROCHLORIDE,4,04A02,Prestw-241,Mexiletine hydrochloride,nan,Cardiovascular 'Neuromuscular,Antiarrhythmic 'Local anesthetic,0.134667334
CNC(C)(C)Cc1ccccc1,CHEMBL1201234,MEPHENTERMINE,4,10A07,Prestw-726,Mephentermine hemisulfate,nan,Cardiovascular,Antihypotensive 'Vasoconstrictor,0.13462924
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,LINAGLIPTIN,4,06C06,Prestw-1832,Linagliptin,nan,Metabolism,Antidiabetic,0.134562543
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,PINDOLOL,4,02A11,Prestw-90,Pindolol,nan,Cardiovascular 'Ophthalmology,Antianginal 'Antiarrhythmic 'Antiglaucoma 'Antihypertensive,0.134097951
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,CHEMBL1460,DIDANOSINE,4,02H04,Prestw-153,Didanosine,nan,Infectiology,Antiviral,0.132358537
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,NICLOSAMIDE,4,01D11,Prestw-40,Niclosamide,nan,Infectiology,Antihelmintic 'Antifungal 'Antineoplastic,0.132295781
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CHEMBL956,SUPROFEN,4,11B07,Prestw-816,Suprofen,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory,0.13172003699999998
N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O,CHEMBL3184143,GUANADREL SULFATE,4,10E08,Prestw-767,Guanadrel sulfate,nan,Cardiovascular,Antihypertensive,0.131623908
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL459,METHYLDOPA,4,05A07,Prestw-326,(L) Methyldopa,nan,Cardiovascular 'Central Nervous System,Antihypertensive 'Anti-infiammatory,0.13113301900000002
OCC(O)CN1CCN(c2ccccc2)CC1,CHEMBL151445,DROPROPIZINE,3,04A06,Prestw-245,Dropropizine,nan,Respiratory,Antitussive,0.13111555800000002
CCC(=O)c1c(O)cc(O)cc1O,CHEMBL1605835,FLOPROPIONE,0,17D09,Prestw-1865,Flopropione,nan,Central Nervous System,Antispastic,0.129937856
CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+],CHEMBL915,NEDOCROMIL SODIUM,4,19F03,Prestw-2036,Nedocromil sodium,nan,Respiratory,Antiasthmatic,0.12974059699999999
Nc1cc(-c2ccncc2)c[nH]c1=O,CHEMBL12856,INAMRINONE,4,10H11,Prestw-800,Amrinone,nan,Cardiovascular,nan,0.1296478
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,"CHEMBL3184791,CHEMBL453087",STREPTOMYCIN SULFATE,"0,4",05A02,Prestw-321,Streptomycin sulfate,nan,Infectiology,Antibacterial,0.12913371699999998
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,CHEMBL92590,ACETAMINOSALOL,0,17E05,Prestw-1876,Acetaminosalol,nan,Central Nervous System,Analgesic,0.129117817
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,CHEMBL1357648,AMODIAQUINE HYDROCHLORIDE,4,04G10,Prestw-309,Amodiaquin dihydrochloride dihydrate,nan,Infectiology 'Metabolism,Anti-inflammatory 'Antimalarial 'Anti-infiammatory 'Antineoplastic,0.12816408199999998
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,CHEMBL158,AZTREONAM,4,03C06,Prestw-185,Aztreonam,nan,Infectiology,Antibacterial,0.128097345
CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,"CHEMBL1187846,CHEMBL569713",SCOPOLAMINE,"0,4",11H08,Prestw-877,Scopolamine hydrochloride,nan,Central Nervous System,Antiemetic,0.127904093
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,CHEMBL1705373,THIOCOLCHICOSIDE,3,07F10,Prestw-539,Thiocolchicoside,nan,Central Nervous System,Antispastic 'Muscle relaxant,0.127713391
NCC1(CC(=O)O)CCCCC1,CHEMBL940,GABAPENTIN,4,11G02,Prestw-861,Gabapentin,nan,Central Nervous System,Anticonvulsant,0.125957961
CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,CHEMBL1180156,SUPLATAST,0,18C10,Prestw-1970,Suplatast Tosylate,nan,Allergology,Antihistaminic,0.124407441
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,"CHEMBL3545252,CHEMBL92",DOCETAXEL,4,15G08,Prestw-1180,Docetaxel,nan,Oncology,Antineoplastic,0.124096908
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1603,STREPTOZOSIN,0,10B03,Prestw-732,Streptozotocin,nan,Oncology,Antineoplastic,0.12384298199999999
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL1201392,FLUMETHASONE,0,10B05,Prestw-734,Flumethasone,nan,Metabolism,Anti-inflammatory,0.123390124
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CHEMBL1725,IOPROMIDE,4,11H03,Prestw-872,Iopromide,nan,Diagnostic,Contrastant,0.122943365
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+],CHEMBL3187256,,0,13F02,Prestw-1011,Flucloxacillin sodium,nan,Metabolism,Antibacterial,0.122835518
CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,CHEMBL4297064,MILNACIPRAN HYDROCHLORIDE,4,16H07,Prestw-1788,Milnacipran hydrochloride,nan,Central Nervous System,Antidepressant 'Analgesic,0.121901438
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,CHEMBL153984,BEFUNOLOL,0,19A02,Prestw-2044,Befunolol,nan,Ophthalmology,Antiglaucoma,0.121494373
CCc1cc(C(N)=S)ccn1,CHEMBL1441,ETHIONAMIDE,4,07E07,Prestw-526,Ethionamide,nan,Infectiology,Antibacterial,0.12116572199999999
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,"CHEMBL1228,CHEMBL3989676",OXYPHENBUTAZONE,4,14A10,Prestw-1049,Oxyphenbutazone,nan,Metabolism,Anti-inflammatory,0.120827955
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,CHEMBL590799,CAMOSTAT,0,19C06,Prestw-2074,Camostat mesylate,nan,Gastroenterology,Gastroprokinetic,0.120599069
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CHEMBL1726,NISOLDIPINE,4,09C07,Prestw-666,Nisoldipine,nan,Cardiovascular,Antianginal 'Antihypertensive,0.119931607
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,HYDROCORTISONE,4,06E08,Prestw-447,Hydrocortisone base,nan,Endocrinology,Anti-inflammatory,0.119428749
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,CHEMBL1201213,ISOETHARINE,4,10C10,Prestw-749,Isoetharine mesylate salt,nan,Respiratory,Bronchodilator,0.119026218
CC(C[N+](C)(C)C)OC(N)=O.[Cl-],CHEMBL1768,BETHANECHOL CHLORIDE,4,14D04,Prestw-1073,Bethanechol chloride,nan,Neuromuscular,Muscle relaxant,0.11883643699999999
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,CHEMBL1451,TRIAMCINOLONE,4,02D11,Prestw-120,Triamcinolone,nan,Endocrinology 'Immunology,Anti-inflammatory 'Immunosuppressant,0.118696889
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"CHEMBL1530428,CHEMBL1651",DEXAMETHASONE ACETATE,"0,4",02E11,Prestw-130,Dexamethasone acetate,nan,Endocrinology 'Metabolism,Anti-inflammatory 'Immunosuppressant,0.11818956
COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,CHEMBL1200461,MIDODRINE HYDROCHLORIDE,4,03D02,Prestw-191,Midodrine hydrochloride,nan,Cardiovascular,Antihypertensive,0.11736725699999999
Nc1ccncc1,CHEMBL284348,DALFAMPRIDINE,4,18B03,Prestw-1941,Dalfampridine,nan,Neuromuscular,Neuroprotectant,0.116798789
O=c1ncnc2[nH][nH]cc1-2,CHEMBL1467,ALLOPURINOL,4,17A02,Prestw-2098,Allopurinol,nan,Neuromuscular,Antigout,0.25032993800000003
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl,CHEMBL1257024,PIRENZEPINE DIHYDROCHLORIDE,0,02E10,Prestw-129,Pirenzepine dihydrochloride,nan,Gastroenterology,Antiulcer,0.116124006
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL477,ADENOSINE,4,05D07,Prestw-356,Adenosine 5'-monophosphate monohydrate,nan,Cardiovascular,Antiarrhythmic,0.116113879
CCN(CC)C(=O)c1cccnc1,CHEMBL2104607,NIKETHAMIDE,4,17G06,Prestw-1907,Nikethamide,nan,Central Nervous System 'Respiratory 'Cardiovascular,Respiratory stimulant 'CNS Stimulant 'Antipoison,0.11563841400000001
CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CHEMBL2106589,ENOCITABINE,0,19E09,Prestw-2053,Enocitabine,nan,Oncology,Antineoplastic,0.11541572800000001
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,CHEMBL141,LAMIVUDINE,4,06B08,Prestw-1298,Lamivudine,nan,Infectiology,Antiviral,0.115412797
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,CHEMBL260829,NEFIRACETAM,2,17F11,Prestw-1902,Nefiracetam,nan,Central Nervous System,CNS Stimulant 'Anti-Alzheimer,0.11497213099999999
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CHEMBL617,CEPHALOTHIN,4,09H10,Prestw-719,Cephalothin sodium salt,nan,Infectiology,Antibacterial,0.114864959
CNCCc1ccccn1,CHEMBL24441,BETAHISTINE,4,07G04,Prestw-543,Betahistine mesylate,nan,Allergology,Vasodilator,0.11436426699999999
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,CHEMBL1200604,TROPICAMIDE,4,03G09,Prestw-228,Tropicamide,nan,Neuromuscular,Mydriatic,0.114159292
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],CHEMBL1401367,PIPENZOLATE BROMIDE,4,10D11,Prestw-760,Pipenzolate bromide,nan,Gastroenterology,Antispastic,0.114003609
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,CHEMBL1200614,IOVERSOL,4,11H09,Prestw-878,Ioversol,nan,Diagnostic,Contrastant,0.11370878
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,CHEMBL1201346,BALSALAZIDE,4,10A11,Prestw-730,Balsalazide disodium salt,nan,Gastroenterology,Anti-inflammatory,0.112398021
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL1589,ACETOHEXAMIDE,4,01F06,Prestw-55,Acetohexamide,nan,Endocrinology,Antidiabetic 'Anti-infiammatory,0.111508231
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,CHEMBL1200975,CLOCORTOLONE PIVALATE,4,14H10,Prestw-1119,Clocortolone pivalate,nan,Endocrinology,Anti-inflammatory,0.11098100699999999
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1.Cl,CHEMBL2106126,DELAPRIL HYDROCHLORIDE,0,18C09,Prestw-1969,Delapril Hydrochloride,nan,Cardiovascular,Antihypertensive,0.110743736
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1200436,OXANDROLONE,4,02C11,Prestw-1192,Oxandrolone,nan,Endocrinology 'Metabolism,nan,0.11050714800000001
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CHEMBL1730,CEFOTAXIME,4,02F10,Prestw-139,Cefotaxime sodium salt,nan,Infectiology,Antibacterial,0.11021724599999999
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,CHEMBL677,LEVONORDEFRIN,4,10B10,Prestw-739,Levonordefrin,nan,Cardiovascular,Vasoconstrictor,0.109886717
NC[C@H]1CC[C@H](C(=O)O)CC1,CHEMBL877,TRANEXAMIC ACID,4,03B02,Prestw-171,Tranexamic acid,nan,Hematology,Hemostatic,0.109623894
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,CHEMBL273348,TOSUFLOXACIN,0,06G06,Prestw-1464,Tosufloxacin hydrochloride,nan,Infectiology,Antibacterial,0.10949455400000001
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,CHEMBL2104871,ROXATIDINE ACETATE HYDROCHLORIDE,0,06C09,Prestw-428,Roxatidine acetate hydrochloride,nan,Gastroenterology,Antiulcer,0.108691364
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl,CHEMBL1200589,CEFOTIAM HYDROCHLORIDE,4,07A03,Prestw-482,Cefotiam hydrochloride,nan,Infectiology,Antibacterial,0.107918112
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,PHENYLBUTAZONE,4,13C11,Prestw-1310,Phenylbutazone,nan,Metabolism,Anti-inflammatory,0.10745011800000001
CCC1(C)CC(=O)NC(=O)C1,CHEMBL1214192,BEMEGRIDE,0,12A03,Prestw-882,Bemegride,nan,Central Nervous System,CNS stimulant,0.107316063
CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL383144,,0,05B09,Prestw-338,N6-methyladenosine,nan,Oncology,Antineoplastic,0.107287696
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,CHEMBL3188576,DIHYDROSTREPTOMYCIN SULFATE,4,02H10,Prestw-159,Dihydrostreptomycin sulfate,nan,Infectiology,Antibacterial,0.106810893
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,CHEMBL19490,ZOMEPIRAC,4,10F10,Prestw-779,Zomepirac sodium salt,nan,Metabolism,Anti-inflammatory,0.106757879
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CHEMBL1760,TERBUTALINE,4,05H02,Prestw-391,Terbutaline hemisulfate,nan,Respiratory,Antiasthmatic 'Bronchodilator 'Muscle relaxant,0.10626366400000001
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,CHEMBL1166,ARGATROBAN,4,08B11,Prestw-1228,Argatroban,nan,Hematology,Anticoagulant,0.10564569900000001
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,CHEMBL3039471,DIRITHROMYCIN,4,07H08,Prestw-557,Dirithromycin,nan,Infectiology,Antibacterial,0.104974198
NCCCCCC(=O)O,CHEMBL1046,AMINOCAPROIC ACID,4,12H11,Prestw-960,Aminocaproic acid,nan,Allergology 'Hematology,Antifibrinolytic 'Hemostatic,0.10419163199999999
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,CHEMBL1165342,VINCAMINE,4,04D02,Prestw-271,Vincamine,nan,Central Nervous System,CNS Stimulant 'Vasodilator,0.104102051
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CHEMBL24,ATENOLOL,4,12H04,Prestw-536,"(R,+) Atenolol",nan,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive 'Antimigraine,0.103325825
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,CHEMBL1454946,FLUBENDAZOLE,0,12B03,Prestw-1416,Flubendazol,nan,Metabolism,Antihelmintic,0.10328818199999999
CCC(=O)c1ccc(O)cc1,CHEMBL312311,PAROXYPROPIONE,0,17G07,Prestw-1908,Paroxypropione,nan,Endocrinology,Antigonadotropin,0.10154398099999999
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,CHEMBL1200666,CALCIPOTRIENE,4,06F04,Prestw-1257,Calcipotriene,nan,Dermatology,Antipsoriatic,0.101420378
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,CHEMBL685,MEBENDAZOLE,4,03F08,Prestw-217,Mebendazole,nan,Infectiology,Antihelmintic,0.10132743400000001
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,CHEMBL713,ENTECAVIR,4,17C05,Prestw-1948,Entecavir,nan,Infectiology,Antiviral,0.101133961
CCOc1ccccc1C(N)=O,CHEMBL1483877,ETHENZAMIDE,0,17G11,Prestw-1913,Ethenzamide,nan,Central Nervous System,Analgesic 'Anti-inflammatory,0.100211416
CC(C)Cc1ccc(CC(=O)O)cc1,CHEMBL341812,IBUFENAC,4,19G03,Prestw-1986,Ibufenac,nan,Rheumatology,Anti-inflammatory 'Analgesic,0.100195553
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],CHEMBL1256987,FUSIDATE SODIUM,4,05G11,Prestw-390,Fusidic acid sodium salt,nan,Infectiology,Antibacterial,0.09958307300000001
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,"CHEMBL3989803,CHEMBL461522",DIPYRONE,4,09H04,Prestw-713,Dipyrone sodium salt,nan,Central Nervous System 'Metabolism,Analgesic 'Antiasthmatic 'Antipyretic 'Bronchodilator,0.099539396
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CHEMBL714,ALBUTEROL,4,03D09,Prestw-198,Salbutamol,nan,Neuromuscular 'Respiratory,Bronchodilator 'Tocolytic,0.09950221199999999
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CHEMBL1527608,DOXOFYLLINE,0,09G11,Prestw-1136,Doxofylline,nan,Respiratory,Bronchodilator,0.09920441099999999
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,CHEMBL316561,PROGLUMIDE,4,03H11,Prestw-240,Proglumide,nan,Gastroenterology,Antiulcer,0.099115044
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CHEMBL135400,ZOPICLONE,4,08D11,Prestw-1367,Zopiclone,nan,Central Nervous System,Hypnotic 'Sedative,0.098488553
CCCNC(C)(C)C(=O)Nc1ccccc1C,CHEMBL2105272,QUATACAINE,0,18B08,Prestw-1950,Quatacaine,nan,Central Nervous System,Anesthetic,0.098235271
COc1ccccc1OCC(O)COC(N)=O,CHEMBL1201117,METHOCARBAMOL,4,03C05,Prestw-184,Methocarbamol,nan,Central Nervous System,Analgesic 'Muscle relaxant,0.098174779
CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,CHEMBL1200963,BIMATOPROST,4,10C02,Prestw-1821,Bimatoprost,nan,Ophthalmology,Antiglaucoma,0.096630324
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,CHEMBL567597,ARTEMISININ,4,07B09,Prestw-498,Artemisinin,nan,Infectiology,Antimalarial,0.096548515
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],CHEMBL2068724,ACAMPROSATE CALCIUM,4,08F11,Prestw-1502,Acamprosate calcium,nan,Central Nervous System,Antiaddictive,0.096443654
CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,CHEMBL1908336,MIDECAMYCIN,0,19D09,Prestw-2088,Midecamycin,nan,Infectiology,Antibacterial,0.095530546
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,CHEMBL1200322,ESCITALOPRAM OXALATE,4,08B08,Prestw-1271,Escitalopram oxalate,nan,Central Nervous System,Antidepressant,0.095421205
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,CHEMBL1275977,NEOMYCIN SULFATE,0,02H09,Prestw-158,Neomycin sulfate,nan,Infectiology,Antibacterial,0.095287275
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,CHEMBL2362693,,0,18C11,Prestw-1971,Manidipine Dihydrochloride,nan,Cardiovascular,Antihypertensive,0.09508823599999999
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL243712,AMISULPRIDE,4,08G03,Prestw-1217,Amisulpride,nan,Central Nervous System,Antipsychotic,0.094621027
Cc1cccc(Nc2ccccc2C(=O)O)c1C,CHEMBL686,MEFENAMIC ACID,4,01F05,Prestw-54,Mefenamic acid,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.094615415
